Torre,Fecha Hora,Profundidad [ft],Posicion Bloque [ft],Velocidad Bloque [ft/min],Carga Gancho [Klbs],Torque Llave Hid. max [lb-ft],Caudal [bbls/min],Presion Bomba [psi],RPM [rpm],Torque [lbs-ft],Peso Sobre Broca [Klbs],Strokes por minuto [spm],Contador Tuberia [Tubos]
SKAN-111,2026-04-09 02:36:33,568.78,29.39,26.65,17.06,3420,0,12.2,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:36:38,571.49,26.89,31.65,16.67,3420,0,12.2,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:36:42,573.57,24.5,31.24,16.78,3420,0,12.2,0,-8.54,0.0,0,18
SKAN-111,2026-04-09 02:36:46,575.24,23.49,19.16,16.46,3420,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:36:50,575.24,23.49,0.0,16.53,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:36:54,575.24,23.49,0.0,16.79,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:36:58,575.24,23.49,0.0,16.82,0,0,11.89,0,-8.54,0.0,0,18
SKAN-111,2026-04-09 02:37:02,575.24,23.49,0.0,16.75,0,0,11.89,0,-2.13,0.0,0,18
SKAN-111,2026-04-09 02:37:06,575.24,23.49,0.0,16.54,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:10,575.24,23.49,0.0,16.59,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:37:14,575.24,23.49,0.0,16.59,0,0,11.89,0,-2.13,0.0,0,18
SKAN-111,2026-04-09 02:37:19,575.24,23.49,0.0,16.66,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:23,575.24,23.49,0.0,16.7,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:27,575.24,23.49,0.0,16.67,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:31,575.24,23.49,0.0,16.6,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:35,575.24,23.49,0.0,16.61,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:39,575.24,23.49,0.0,16.67,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:37:43,575.24,23.49,0.0,16.64,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:47,575.24,23.49,0.0,16.67,0,0,11.89,0,-8.54,0.0,0,18
SKAN-111,2026-04-09 02:37:51,575.24,23.49,0.0,16.63,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:37:56,575.24,23.49,0.0,16.61,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:38:00,575.24,23.49,0.0,16.63,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:38:04,576.17,21.89,16.66,16.99,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:38:08,579.02,19.33,32.9,17.14,0,0,11.89,0,-2.13,0.0,0,18
SKAN-111,2026-04-09 02:38:12,581.83,16.83,32.9,16.92,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:38:16,583.95,14.19,32.48,17.03,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:38:20,586.76,11.62,32.48,17.17,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:38:24,588.18,10.55,17.91,16.74,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:38:28,588.18,10.55,0.0,16.72,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:38:33,588.18,10.55,0.0,16.71,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:38:37,588.18,10.55,0.0,16.74,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:38:41,588.18,10.55,0.0,16.82,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:38:45,588.18,10.55,0.0,16.78,0,0,11.89,0,-8.54,0.0,0,18
SKAN-111,2026-04-09 02:38:49,588.18,10.55,0.0,16.78,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:38:53,588.18,10.55,0.0,16.77,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:38:57,588.77,9.43,9.58,17.19,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:39:01,591.17,7.21,27.9,17.17,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:39:05,593.56,5.1,27.9,17.2,0,0,11.89,0,-2.13,0.0,0,18
SKAN-111,2026-04-09 02:39:09,595.31,3.0,26.85,17.28,0,0,11.89,0,-2.13,0.0,0,18
SKAN-111,2026-04-09 02:39:14,597.21,1.39,23.26,17.2,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:39:18,597.6,1.13,6.2,17.17,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:39:22,597.6,1.13,0.0,17.2,0,0,11.89,0,-4.27,0.0,0,18
SKAN-111,2026-04-09 02:39:26,597.76,0.84,2.33,10.87,0,0,11.89,0,-6.4,0.0,0,18
SKAN-111,2026-04-09 02:39:30,597.76,0.38,6.98,6.65,0,0,11.89,0,-2.13,0.0,0,18
SKAN-111,2026-04-09 02:39:34,597.76,0.35,1.16,6.37,0,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:39:38,597.76,1.42,4.65,5.44,0,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:39:42,597.76,4.13,42.26,6.51,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:39:46,597.76,3.84,3.49,6.61,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:39:50,597.76,2.74,14.73,5.8,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:39:55,597.76,7.56,54.46,5.37,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:39:59,597.76,17.66,110.37,4.69,0,0,11.26,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:03,597.76,28.77,145.35,5.23,0,0,13.14,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:40:07,597.76,30.29,51.64,6.08,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:11,597.76,30.29,1.67,6.04,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:15,597.76,30.29,0.0,6.12,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:19,597.76,30.29,0.0,6.04,0,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:40:23,597.76,30.29,0.0,6.08,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:27,597.76,30.29,0.0,6.01,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:31,597.76,30.29,0.0,6.08,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:36,597.76,30.05,1.67,6.39,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:40,597.76,29.04,13.33,5.64,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:40:44,597.76,29.04,0.0,5.7,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:48,597.76,29.04,0.0,5.76,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:40:52,597.76,29.04,0.0,5.67,0,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:40:56,597.76,29.04,0.0,5.71,0,0,12.52,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:41:00,597.76,29.04,0.0,5.66,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:41:04,597.76,29.04,0.0,5.71,0,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:41:08,597.76,29.04,0.0,5.74,0,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:41:13,597.76,29.04,0.0,5.88,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:41:17,597.76,29.04,0.0,5.71,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:41:21,597.76,29.04,0.0,5.57,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:41:25,597.76,29.04,0.0,5.8,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:41:29,597.76,29.04,0.0,5.59,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:41:33,597.76,29.04,0.0,5.85,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:41:37,597.76,29.04,0.0,5.48,1382,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:41:41,597.76,29.04,0.0,5.78,2105,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:41:45,597.76,29.04,0.0,5.57,2711,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:41:49,597.76,29.04,0.0,5.78,3187,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:41:54,597.76,29.04,0.0,5.74,3251,0,12.52,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:41:58,597.76,29.04,0.0,5.62,3251,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:42:02,597.76,29.04,0.0,5.77,3251,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:42:06,597.76,29.04,0.0,5.7,3251,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:42:10,597.76,29.04,0.0,5.77,3251,0,11.89,0,-10.67,0.0,0,19
SKAN-111,2026-04-09 02:42:14,597.76,29.04,0.0,5.76,3251,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:42:18,597.76,29.7,6.25,6.18,3251,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:42:22,597.38,30.26,14.16,16.11,3251,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:42:26,597.9,29.7,3.75,17.16,3251,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:42:31,599.88,27.27,28.32,17.23,3251,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:42:35,602.62,24.77,31.24,17.35,3251,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:42:39,604.46,23.39,22.49,17.09,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:42:43,604.46,23.39,0.0,16.82,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:42:47,605.29,22.35,12.08,17.23,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:42:51,605.5,22.35,6.25,17.2,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:42:55,605.5,22.35,0.0,17.26,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:42:59,605.5,22.35,0.0,17.06,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:43:03,605.5,22.35,0.0,17.02,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:43:07,605.5,22.35,0.0,17.09,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:43:12,605.5,22.35,0.0,17.12,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:43:16,605.5,22.35,0.0,17.16,0,0,11.89,0,-10.67,0.0,0,19
SKAN-111,2026-04-09 02:43:20,606.16,21.23,8.33,17.14,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:43:24,608.66,18.94,28.74,17.31,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:43:28,611.16,16.65,29.15,17.51,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:43:32,613.0,14.43,28.74,17.4,0,0,12.52,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:43:36,615.5,12.18,28.74,17.16,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:43:40,616.89,10.96,22.07,17.21,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:43:44,616.89,10.96,0.0,17.2,0,0,11.89,0,-4.27,0.0,0,19
SKAN-111,2026-04-09 02:43:48,616.89,10.96,0.0,17.2,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:43:53,616.89,10.96,0.0,17.23,0,0,11.89,0,-10.67,0.0,0,19
SKAN-111,2026-04-09 02:43:57,616.89,10.96,0.0,17.19,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:44:01,616.89,10.96,0.0,17.26,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:44:05,616.89,10.96,0.0,17.21,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:44:09,616.89,10.96,0.0,17.2,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:44:13,616.89,10.96,0.0,17.23,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:44:17,616.89,10.96,0.0,17.26,0,0,12.52,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:44:21,616.89,10.96,0.0,17.26,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:44:25,616.89,10.93,0.0,17.42,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:44:30,618.72,8.98,21.66,17.51,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:44:34,620.53,6.76,28.32,17.62,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:44:38,622.92,4.54,27.9,17.45,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:44:42,625.2,2.55,26.34,17.41,0,0,11.89,0,-10.67,0.0,0,19
SKAN-111,2026-04-09 02:44:46,626.43,1.16,19.77,17.49,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:44:50,626.72,1.13,2.33,17.33,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:44:54,626.72,1.13,0.0,17.35,0,0,11.89,0,-6.4,0.0,0,19
SKAN-111,2026-04-09 02:44:58,626.72,1.13,0.0,17.35,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:45:02,626.85,0.51,6.2,8.09,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:45:06,626.85,0.42,2.33,6.2,0,0,11.89,0,-8.54,0.0,0,19
SKAN-111,2026-04-09 02:45:11,626.85,1.03,4.26,5.46,0,0,11.89,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:45:15,626.85,3.78,36.83,6.2,0,0,11.89,0,-12.8,0.0,0,20
SKAN-111,2026-04-09 02:45:19,626.85,3.52,11.24,6.62,0,0,11.89,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:45:23,626.85,3.87,16.28,5.09,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:45:27,626.85,10.13,65.99,5.23,0,0,11.89,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:45:31,626.85,21.2,132.85,5.14,0,0,9.7,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:45:35,626.85,31.16,133.69,5.6,0,0,12.2,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:45:39,626.85,31.51,18.74,5.98,0,0,12.2,0,-4.27,0.0,0,20
SKAN-111,2026-04-09 02:45:43,626.85,31.51,0.0,6.05,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:45:47,626.85,31.51,0.0,5.91,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:45:52,626.85,31.51,0.0,6.04,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:45:56,626.85,31.51,0.0,5.9,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:46:00,626.85,31.51,0.0,6.08,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:46:04,626.85,31.51,0.0,5.92,0,0,11.58,0,-4.27,0.0,0,20
SKAN-111,2026-04-09 02:46:08,626.85,31.51,0.0,6.04,0,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:46:12,626.85,30.57,5.41,6.16,0,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:46:16,626.85,30.43,7.5,5.73,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:46:20,626.85,30.43,0.0,5.69,0,0,12.2,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:46:24,626.85,30.43,0.0,5.78,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:46:29,626.85,30.43,0.0,5.76,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:46:33,626.85,30.43,0.0,5.88,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:46:37,626.85,30.43,0.0,5.69,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:46:41,626.85,30.43,0.0,5.84,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:46:45,626.85,30.43,0.0,5.7,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:46:49,626.85,30.43,0.0,5.84,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:46:53,626.85,30.43,0.0,5.76,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:46:57,626.85,30.43,0.0,5.78,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:01,626.85,30.43,0.0,5.71,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:05,626.85,30.43,0.0,5.77,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:47:10,626.85,30.43,0.0,5.78,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:14,626.85,30.43,0.0,5.73,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:18,626.85,30.43,0.0,5.81,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:47:22,626.85,30.43,0.0,5.69,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:26,626.85,30.43,0.0,5.77,0,0,12.2,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:47:30,626.85,30.43,0.0,5.71,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:34,626.85,30.43,0.0,5.74,0,0,12.2,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:47:38,626.85,30.43,0.0,5.76,0,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:42,626.85,30.43,0.0,5.76,0,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:46,626.85,30.43,0.0,5.87,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:47:51,626.85,30.43,0.0,5.67,1264,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:47:55,626.85,30.43,0.0,5.85,2006,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:47:59,626.85,30.43,0.0,5.6,2551,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:03,626.85,30.43,0.0,5.85,3306,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:07,626.85,30.43,0.0,5.69,3306,0,11.58,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:48:11,626.85,30.43,0.0,5.73,3306,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:15,626.85,30.43,0.0,5.74,3306,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:19,626.85,30.43,0.0,5.69,3306,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:48:23,626.85,31.51,9.58,8.45,3306,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:28,626.47,31.72,9.58,16.78,3306,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:32,626.47,31.65,0.0,17.16,3306,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:36,628.17,29.84,21.66,17.59,3306,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:48:40,630.77,27.41,28.74,17.63,3306,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:44,632.82,24.88,31.65,17.34,3306,0,11.58,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:48,634.97,23.21,27.07,17.23,3306,0,12.2,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:48:52,634.97,23.21,0.0,17.28,0,0,12.2,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:48:56,634.97,23.21,0.0,17.47,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:49:00,634.97,23.21,0.0,17.2,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:04,634.97,23.21,0.0,17.12,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:49:09,634.97,23.21,0.0,17.31,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:13,634.97,23.21,0.0,17.14,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:17,634.97,23.21,0.0,17.3,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:21,634.97,23.21,0.0,17.34,0,0,12.52,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:49:25,634.97,23.21,0.0,17.31,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:49:29,634.97,23.21,0.0,17.27,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:33,635.53,22.03,12.08,17.61,0,0,12.52,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:49:37,638.16,19.5,30.82,17.61,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:41,640.8,17.14,30.82,17.48,0,0,11.89,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:49:46,643.47,14.71,30.82,17.68,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:50,645.42,12.28,30.4,17.77,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:49:54,647.01,11.17,19.16,17.63,0,0,12.52,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:49:58,647.01,11.17,0.0,17.61,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:50:02,647.01,11.17,0.0,17.62,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:06,647.01,11.17,0.0,17.62,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:10,647.01,11.17,0.0,17.66,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:50:14,647.01,11.17,0.0,17.59,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:18,647.01,11.17,0.0,17.63,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:22,647.01,11.17,0.0,17.65,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:27,647.01,11.17,0.0,17.65,0,0,11.89,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:50:31,647.01,11.17,0.0,17.74,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:35,647.01,11.17,0.0,17.63,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:50:39,647.01,11.17,0.0,17.66,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:43,647.12,10.51,5.83,17.72,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:50:47,649.76,7.91,31.65,17.74,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:51,652.5,5.48,32.07,17.74,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:50:55,654.54,3.03,31.05,17.87,0,0,11.89,0,-6.4,0.0,0,20
SKAN-111,2026-04-09 02:50:59,656.8,1.19,26.36,17.86,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:51:04,657.09,1.09,3.49,17.69,0,0,11.89,0,-8.54,0.0,0,20
SKAN-111,2026-04-09 02:51:08,657.09,1.09,0.0,17.74,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:51:12,657.51,0.25,10.08,6.26,0,0,11.89,0,-10.67,0.0,0,20
SKAN-111,2026-04-09 02:51:16,657.51,0.71,1.94,6.02,0,0,11.89,0,-12.8,0.0,0,20
SKAN-111,2026-04-09 02:51:20,657.51,4.89,48.52,5.9,0,0,11.89,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:51:24,657.51,4.75,10.83,6.19,0,0,11.89,0,-12.8,0.0,0,21
SKAN-111,2026-04-09 02:51:28,657.51,4.0,7.02,6.41,0,0,11.89,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:51:32,657.51,2.71,21.55,5.73,0,0,12.52,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:51:36,657.51,7.21,33.63,5.63,0,0,12.52,0,-12.8,0.0,0,21
SKAN-111,2026-04-09 02:51:40,657.51,16.41,111.2,5.2,0,0,11.26,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:51:45,657.51,27.24,144.1,5.3,0,0,11.26,0,-12.8,0.0,0,21
SKAN-111,2026-04-09 02:51:49,657.51,29.43,39.56,5.99,0,0,11.89,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:51:53,657.51,29.43,1.67,5.98,0,0,11.89,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:51:57,657.51,29.43,0.0,5.97,0,0,11.89,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:52:01,657.51,29.43,0.0,6.01,0,0,11.89,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:52:05,657.51,29.43,0.0,6.04,0,0,11.89,0,-14.94,0.0,0,21
SKAN-111,2026-04-09 02:52:09,657.51,29.43,0.0,5.98,0,0,11.89,0,-10.67,0.0,0,21
SKAN-111,2026-04-09 02:52:13,657.51,29.43,0.0,5.98,0,0,11.89,0,-14.94,0.0,0,21
SKAN-111,2026-04-09 02:52:17,657.51,28.38,5.83,6.18,0,0,12.52,0,-14.94,0.0,0,21
SKAN-111,2026-04-09 02:52:21,657.51,28.35,7.5,5.57,0,0,11.89,0,-12.8,0.0,0,21
SKAN-111,2026-04-09 02:52:26,657.51,28.35,0.0,5.57,0,0,12.52,0,-10.67,0.0,0,21
