Torre,Fecha Hora,Profundidad [ft],Posicion Bloque [ft],Velocidad Bloque [ft/min],Carga Gancho [Klbs],Torque Llave Hid. max [lb-ft],Caudal [bbls/min],Presion Bomba [psi],RPM [rpm],Torque [lbs-ft],Peso Sobre Broca [Klbs],Strokes por minuto [spm],Contador Tuberia [Tubos]
SKAN-111,2026-04-09 04:04:26,1020.94,3.84,25.2,5.8,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:04:30,1020.94,3.65,1.16,6.41,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:04:34,1020.94,2.68,13.18,5.95,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:04:38,1020.94,4.92,22.36,5.34,0,0,12.2,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:04:42,1020.94,13.29,99.95,4.82,0,0,12.2,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:04:46,1020.94,24.77,141.18,5.78,0,0,9.39,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:04:50,1020.94,32.27,123.28,5.78,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:04:54,1020.94,31.65,13.33,5.76,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:04:58,1020.94,31.65,0.0,6.06,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:05:03,1020.94,31.65,0.0,5.88,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:05:07,1020.94,31.65,0.0,6.18,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:05:11,1020.94,31.65,0.0,5.85,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:05:15,1020.94,31.65,0.0,6.08,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:05:19,1020.94,30.47,13.33,5.16,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:05:23,1020.94,30.47,1.25,5.87,0,0,12.52,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:05:27,1020.94,30.47,0.0,5.6,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:05:31,1020.94,30.47,0.0,5.83,0,0,11.89,0,-10.67,0.0,0,34
SKAN-111,2026-04-09 04:05:35,1020.94,30.47,0.0,5.66,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:05:40,1020.94,30.47,0.0,5.78,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:05:44,1020.94,30.47,0.0,5.66,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:05:48,1020.94,30.47,0.0,5.88,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:05:52,1020.94,30.47,0.0,5.7,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:05:56,1020.94,30.47,0.0,5.8,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:00,1020.94,30.47,0.0,5.71,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:06:04,1020.94,30.47,0.0,5.76,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:06:08,1020.94,30.47,0.0,5.84,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:12,1020.94,30.47,0.0,5.66,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:06:16,1020.94,30.47,0.0,5.92,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:06:21,1020.94,30.47,0.0,5.69,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:25,1020.94,30.47,0.0,5.77,0,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:06:29,1020.94,30.47,0.0,5.66,2065,0,11.89,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:06:33,1020.94,30.47,0.0,5.76,2981,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:37,1020.94,30.47,0.0,5.76,3314,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:06:41,1020.94,30.47,0.0,5.66,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:45,1020.94,30.47,0.0,5.76,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:49,1020.94,30.47,0.0,5.7,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:53,1020.94,31.09,2.5,5.02,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:06:58,1020.73,31.75,13.74,22.24,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:02,1020.77,31.65,0.42,21.82,3314,0,11.89,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:07:06,1022.85,28.84,29.57,22.19,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:10,1026.11,25.95,37.9,21.99,3314,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:14,1028.61,23.87,28.32,21.74,3314,0,11.89,0,-8.54,0.0,0,34
SKAN-111,2026-04-09 04:07:18,1028.61,23.87,0.42,22.09,3314,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:22,1028.61,23.87,0.0,21.71,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:26,1028.61,23.87,0.0,21.62,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:07:30,1028.61,23.87,0.0,21.74,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:34,1028.61,23.87,0.0,21.6,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:39,1028.61,23.87,0.0,21.88,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:07:43,1028.61,23.87,0.0,21.81,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:47,1028.61,23.87,0.0,21.6,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:51,1028.61,23.87,0.0,21.74,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:55,1028.61,23.87,0.0,21.64,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:07:59,1028.61,23.87,0.0,21.66,0,0,11.89,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:08:03,1028.61,23.87,0.0,21.67,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:08:07,1030.31,21.93,18.32,22.03,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:08:11,1032.7,19.12,36.65,22.13,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:08:16,1035.9,16.1,36.65,22.15,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:08:20,1039.02,13.32,36.65,22.05,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:08:24,1040.83,11.66,29.15,22.19,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:08:28,1040.83,11.66,0.0,22.2,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:08:32,1040.83,11.66,0.0,22.2,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:08:36,1040.83,11.66,0.0,22.2,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:08:40,1040.83,11.66,0.0,22.19,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 04:08:44,1040.83,11.66,0.0,22.22,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:08:48,1040.83,11.66,0.0,22.17,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:08:53,1040.83,11.66,0.0,22.27,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 04:08:57,1040.83,11.66,0.0,22.2,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 04:09:01,1040.83,11.66,0.0,22.24,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 04:09:05,1040.83,11.66,0.0,22.13,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:09,1040.83,11.66,0.0,22.16,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:13,1040.83,11.66,0.0,22.03,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:17,1042.94,9.4,21.66,22.41,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:21,1045.34,6.55,37.48,22.13,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:25,1048.54,3.65,37.05,22.24,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:29,1050.61,1.35,32.41,22.52,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:34,1051.39,1.09,8.53,22.2,0,0,12.52,0,-6.4,0.0,0,34
SKAN-111,2026-04-09 04:09:38,1051.39,1.09,0.0,22.24,0,0,12.52,0,-2.13,0.0,0,34
SKAN-111,2026-04-09 04:09:42,1051.61,0.55,5.43,8.38,0,0,12.52,0,-4.27,0.0,0,34
SKAN-111,2026-04-09 04:09:46,1051.61,0.38,3.1,6.26,0,0,12.52,0,0.0,0.0,0,34
SKAN-111,2026-04-09 04:09:50,1051.61,1.35,2.33,5.1,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:09:54,1051.61,4.37,46.28,6.46,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:09:58,1051.61,3.65,5.96,6.64,0,0,12.52,0,-4.27,0.0,0,35
SKAN-111,2026-04-09 04:10:02,1051.61,3.45,17.06,5.8,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:10:06,1051.61,9.75,71.88,5.09,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:10:11,1051.61,20.47,125.77,4.88,0,0,11.26,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:10:15,1051.61,30.67,141.18,5.94,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:10:19,1051.61,31.4,28.32,6.05,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:10:23,1051.61,31.4,0.0,5.95,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:10:27,1051.61,31.4,0.0,5.97,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:10:31,1051.61,31.4,0.0,5.97,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:10:35,1051.61,31.4,0.0,5.95,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:10:39,1051.61,30.81,3.33,6.15,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:10:43,1051.61,30.29,10.41,5.8,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:10:47,1051.61,30.29,0.0,5.83,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:10:52,1051.61,30.29,0.0,5.84,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:10:56,1051.61,30.29,0.0,5.69,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:00,1051.61,30.29,0.0,5.69,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:04,1051.61,30.29,0.0,5.69,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:08,1051.61,30.29,0.0,5.83,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:12,1051.61,30.29,0.0,5.69,0,0,11.89,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:16,1051.61,30.29,0.0,5.84,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:11:20,1051.61,30.29,0.0,5.78,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:11:24,1051.61,30.29,0.0,5.78,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:28,1051.61,30.29,0.0,5.88,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:11:33,1051.61,30.29,0.0,5.66,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:11:37,1051.61,30.29,0.0,5.78,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:11:41,1051.61,30.29,0.0,5.81,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:45,1051.61,30.29,0.0,5.94,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:49,1051.61,30.29,0.0,5.71,0,0,11.89,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:53,1051.61,30.29,0.0,5.7,1766,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:11:57,1051.61,30.29,0.0,5.87,2192,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:12:01,1051.61,30.29,0.0,5.73,2523,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:05,1051.61,30.29,0.0,5.77,2691,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:12:10,1051.61,30.29,0.0,5.7,3137,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:12:14,1051.61,30.29,0.0,5.78,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:18,1051.61,30.29,0.0,5.69,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:22,1051.61,30.29,0.0,5.77,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:26,1051.61,30.29,0.0,5.71,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:30,1051.61,30.85,3.75,5.16,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:34,1051.02,31.92,15.83,21.63,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:38,1051.13,31.79,1.25,21.48,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:42,1051.13,31.79,0.0,21.84,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:46,1052.41,30.29,12.49,22.82,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:51,1055.15,27.72,29.99,22.05,3293,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:12:55,1057.55,24.77,37.07,22.29,3293,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:12:59,1060.01,22.9,28.32,22.5,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:03,1060.01,22.9,0.0,22.13,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:07,1060.01,22.9,0.0,22.22,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:11,1060.01,22.9,0.0,22.3,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:15,1060.01,22.9,0.0,22.09,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:13:19,1060.01,22.9,0.0,22.36,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:23,1060.01,22.9,0.0,22.29,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:13:28,1060.01,22.9,0.0,22.29,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:32,1060.01,22.9,0.0,22.23,0,0,12.52,0,-2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:36,1060.01,22.9,0.0,22.36,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:40,1060.01,22.9,0.0,22.29,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:13:44,1060.01,22.9,0.0,22.16,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:13:48,1060.01,22.9,0.0,22.29,0,0,12.52,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:13:52,1060.01,22.66,0.0,22.29,0,0,12.52,0,4.27,0.0,0,35
SKAN-111,2026-04-09 04:13:56,1061.71,21.2,20.41,22.22,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:00,1061.75,20.64,1.67,22.34,0,0,12.52,0,4.27,0.0,0,35
SKAN-111,2026-04-09 04:14:04,1064.63,17.83,34.98,22.58,0,0,12.52,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:09,1067.85,14.88,37.48,22.5,0,0,11.89,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:14:13,1070.28,12.04,37.48,22.65,0,0,12.2,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:17,1071.46,11.45,16.66,22.59,0,0,12.2,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:21,1071.46,11.45,0.0,22.64,0,0,12.2,0,4.27,0.0,0,35
SKAN-111,2026-04-09 04:14:25,1071.46,11.45,0.0,22.65,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:29,1071.46,11.45,0.0,22.62,0,0,12.83,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:14:33,1071.46,11.45,0.0,22.66,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:37,1071.46,11.45,0.0,22.68,0,0,12.83,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:14:41,1071.46,11.45,0.0,22.62,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:46,1071.46,11.45,0.0,22.65,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:14:50,1071.46,11.45,0.0,22.65,0,0,12.83,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:14:54,1071.46,11.45,0.0,22.65,0,0,12.83,0,6.4,0.0,0,35
SKAN-111,2026-04-09 04:14:58,1071.46,11.45,0.0,22.64,0,0,12.83,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:15:02,1071.46,11.45,0.0,22.61,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:06,1071.46,11.45,0.0,22.62,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:10,1071.46,11.45,0.0,22.61,0,0,12.2,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:14,1071.46,11.45,0.0,22.62,0,0,12.83,0,0.0,0.0,0,35
SKAN-111,2026-04-09 04:15:18,1071.46,11.45,0.0,22.59,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:22,1071.46,11.45,0.0,22.64,0,0,12.2,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:27,1071.46,11.45,0.0,22.59,0,0,12.2,0,4.27,0.0,0,35
SKAN-111,2026-04-09 04:15:31,1072.57,9.82,17.08,22.65,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:35,1075.73,6.94,36.23,22.83,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:39,1078.06,4.1,36.23,22.84,0,0,12.2,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:43,1080.94,1.64,33.86,22.82,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:47,1081.72,1.19,10.86,22.64,0,0,12.83,0,4.27,0.0,0,35
SKAN-111,2026-04-09 04:15:51,1081.72,1.19,0.0,22.64,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:55,1081.72,1.19,0.0,22.72,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:15:59,1082.24,0.42,9.3,5.84,0,0,12.83,0,4.27,0.0,0,35
SKAN-111,2026-04-09 04:16:04,1082.24,0.42,2.33,6.32,0,0,12.83,0,2.13,0.0,0,35
SKAN-111,2026-04-09 04:16:08,1082.24,0.42,0.0,6.3,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:16:12,1082.24,0.42,0.0,6.15,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:16:16,1082.24,0.42,0.0,6.08,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:16:20,1082.24,0.42,0.0,6.2,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:16:24,1082.24,0.42,0.0,6.18,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:16:28,1082.24,0.42,0.0,6.25,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:16:32,1082.24,0.42,0.0,6.23,0,0,12.83,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:16:36,1082.24,0.42,0.0,6.23,0,0,12.83,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:16:40,1082.24,0.42,0.0,6.19,0,0,12.83,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:16:45,1082.24,0.42,0.0,6.22,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:16:49,1082.24,0.42,0.0,6.2,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:16:53,1082.24,0.42,0.0,6.22,0,0,12.83,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:16:57,1082.24,0.42,0.0,6.29,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:17:01,1082.24,0.42,0.0,6.25,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:17:05,1082.24,0.42,0.0,6.26,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:09,1082.24,0.42,0.0,6.25,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:13,1082.24,0.42,0.0,6.25,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:17:17,1082.24,0.42,0.0,6.18,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:22,1082.24,0.42,0.0,6.16,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:26,1082.24,0.42,0.0,6.19,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:17:30,1082.24,0.42,0.0,6.18,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:34,1082.24,0.42,0.0,6.18,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:38,1082.24,0.42,0.0,6.18,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:17:42,1082.24,0.42,0.0,6.16,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:46,1082.24,0.42,0.0,6.15,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:17:50,1082.24,0.42,0.0,6.19,0,0,12.83,0,0.0,0.0,0,36
SKAN-111,2026-04-09 04:17:54,1082.24,0.42,0.0,6.16,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:17:58,1082.24,0.42,0.0,6.19,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:18:03,1082.24,0.42,0.0,6.22,0,0,12.83,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:18:07,1082.24,0.42,0.0,6.2,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:11,1082.24,0.42,0.0,6.2,0,0,13.45,0,0.0,0.0,0,36
SKAN-111,2026-04-09 04:18:15,1082.24,0.42,0.0,6.23,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:19,1082.24,0.42,0.0,6.19,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:23,1082.24,0.42,0.0,6.22,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:27,1082.24,0.42,0.0,6.18,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:18:31,1082.24,0.42,0.0,6.19,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:36,1082.24,0.42,0.0,6.22,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:18:40,1082.24,0.42,0.0,6.2,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:44,1082.24,0.42,0.0,6.23,0,0,13.45,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:48,1082.24,0.42,0.0,6.22,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:52,1082.24,0.42,0.0,6.2,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:18:56,1082.24,0.42,0.0,6.16,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:19:00,1082.24,0.42,0.0,6.22,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:04,1082.24,0.42,0.0,6.16,0,0,12.83,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:19:08,1082.24,0.42,0.0,6.18,0,0,12.83,0,2.13,0.0,0,36
SKAN-111,2026-04-09 04:19:12,1082.24,0.42,0.0,6.13,0,0,12.83,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:17,1082.24,0.42,0.0,6.15,0,0,12.83,0,0.0,0.0,0,36
SKAN-111,2026-04-09 04:19:21,1082.24,0.42,0.0,6.15,0,0,12.52,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:25,1082.24,0.42,0.0,6.13,0,0,13.14,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:29,1082.24,0.42,0.0,6.15,0,0,13.14,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:19:33,1082.24,0.42,0.0,6.11,0,0,13.14,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:37,1082.24,0.42,0.0,6.16,0,0,13.14,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:41,1082.24,0.42,0.0,6.18,0,0,13.14,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:45,1082.24,0.42,0.0,6.18,0,0,13.14,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:19:49,1082.24,0.42,0.0,6.13,0,0,13.14,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:54,1082.24,0.42,0.0,6.2,0,0,13.14,0,4.27,0.0,0,36
SKAN-111,2026-04-09 04:19:58,1082.24,0.42,0.0,6.18,0,0,13.14,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:20:02,1082.24,0.42,0.0,6.16,0,0,13.14,0,8.54,0.0,0,36
SKAN-111,2026-04-09 04:20:06,1082.24,0.42,0.0,6.18,0,0,13.14,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:20:10,1082.24,0.42,0.0,6.2,0,0,13.14,0,6.4,0.0,0,36
SKAN-111,2026-04-09 04:20:14,1082.24,0.42,0.0,6.18,0,0,13.14,0,6.4,0.0,0,36
